row_id,F_score,S_score,SDI,WT2
2069,1.0,0.675,-0.32499999999999996,1.643303916
2070,1.0,0.925,-0.07499999999999996,0.605431761
2071,0.9166666666666666,0.8375,-0.07916666666666661,1.215484191
2072,0.75,0.75,0.0,0.491047641
2073,0.75,0.7375,-0.012499999999999956,0.594599021
2074,0.75,0.725,-0.025000000000000022,0.533214378
2075,1.0,0.8625,-0.13749999999999996,0.683504201
2076,0.9166666666666666,0.95,0.033333333333333326,2.306523736
2077,0.9583333333333334,0.8375,-0.12083333333333335,1.643303916
2078,0.8333333333333334,0.8375,0.004166666666666652,1.643303916
2079,0.8333333333333334,0.8875,0.054166666666666585,1.643303916
2080,0.875,0.825,-0.050000000000000044,0.787439169
2081,0.9583333333333334,0.7875,-0.1708333333333334,1.502503257
2082,1.0,1.0,0.0,1.338667541
2083,0.9583333333333334,0.9375,-0.02083333333333337,0.533214378
2084,0.9166666666666666,1.0,0.08333333333333337,1.502503257
2085,0.9583333333333334,0.8,-0.15833333333333333,1.602603829
2086,1.0,1.0,0.0,0.102032432
2087,0.9583333333333334,0.8375,-0.12083333333333335,1.37987286
2088,1.0,0.9875,-0.012499999999999956,0.84132135
2089,0.875,0.8,-0.07499999999999996,0.605431761
2090,1.0,0.775,-0.22499999999999998,1.604921942
2091,0.75,0.7875,0.03749999999999998,0.533214378
2092,1.0,0.975,-0.025000000000000022,0.533214378
2093,0.625,0.675,0.050000000000000044,2.02770841
2094,0.8333333333333334,0.9125,0.07916666666666661,0.594599021
2095,1.0,1.0,0.0,0.509539871
2096,0.9166666666666666,0.825,-0.09166666666666667,0.519767907
2097,0.7083333333333334,0.6,-0.10833333333333339,0.605431761
2098,0.9166666666666666,0.9375,0.02083333333333337,0.509539871
2099,1.0,1.0,0.0,1.160167477
2100,0.875,0.9125,0.03749999999999998,1.599476097
2101,0.875,0.925,0.050000000000000044,0.594599021
2102,0.9166666666666666,0.9,-0.016666666666666607,0.683504201
2103,1.0,0.8375,-0.16249999999999998,1.643303916
